393,Tide-Glass Beads,5,4,True,True,0,1261,20,Harpooner's Wading Kilt,2725,5,47,Blackwood
565,Tonal Pivot Joints,5,4,True,True,0,1414,41,Esoteric Environment Greaves,4200,5,51,Telvanni Peninsula
670,Tonal Resonation Chamber,5,4,True,True,0,1443,53,Rourken Steamguards,6379,5,53,West Weald
549,Tool Grooved Wooden Tray,5,4,True,True,0,1383,39,Shipbuilders Crafting Station,4027,3,50,Galen
126,Torc Strand of Lore,5,4,True,True,0,104,12,Torc of Tonal Constancy,2186,5,5,Alik'r Desert
128,Torc Strand of Power,5,4,True,True,0,57,12,Torc of Tonal Constancy,2186,5,10,Deshaan
127,Torc Strand of Song,5,4,True,True,0,92,12,Torc of Tonal Constancy,2186,5,6,Bangkorai
129,Torc Throat Guards,5,4,True,True,0,888,12,Torc of Tonal Constancy,2186,5,26,Craglorn
130,Torc Tonal Focus,5,4,True,True,0,41,12,Torc of Tonal Constancy,2186,5,9,Stonefalls
204,Tormentor's Roller,2,1,False,True,2252,347,0,,-1,-1,25,Coldharbour
166,Torn Netch-leather Mask,3,2,True,True,2214,57,0,,-1,-1,10,Deshaan
404,Torn Tapestry Scrap,3,2,True,True,0,1261,22,Blackwood Tapestry,2872,15,47,Blackwood
471,Totambu Chrysocollas,5,4,True,True,0,1318,30,Lefthander's Aegis Belt,3738,5,49,High Isle
261,Tri-Angled Truth Altar,4,3,True,True,2312,281,0,,-1,-1,15,Bal Foyen
608,"Tribunal Window, Stained Glass",4,3,True,True,4289,1414,0,,-1,-1,51,Telvanni Peninsula
525,True Way Clay Dials,5,4,True,True,0,1383,35,Stormweaver's Cavort,3999,5,50,Galen
299,Tusks of the Orc-Father,4,3,True,True,2350,684,0,,-1,-1,28,Wrothgar
526,Twice-harvested Knot Rope,5,4,True,True,0,1383,35,Stormweaver's Cavort,3999,5,50,Galen
718,Twinned Jade Insets,5,4,True,True,0,1413,58,Apocryphal Jewelry Station,6539,10,52,Apocrypha
714,Twisted Shelving Pedestal,5,4,True,True,0,1413,58,Apocryphal Jewelry Station,6539,10,52,Apocrypha
466,Twitching Eyeball,5,4,True,True,0,1318,29,Mora's Whispers,3737,5,49,High Isle
195,Two Moons Censer,2,1,False,True,2243,382,0,,-1,-1,20,Reaper's March
612,Umbral Frame,5,4,True,True,0,1414,47,Trifold Mirror of Alternatives,4291,3,51,Telvanni Peninsula
