719,Baliwog Pearl Eyelets,5,4,True,True,0,1502,59,Mad God's Dancing Shoes,7217,5,54,Solstice
123,Band of Water,5,4,True,True,0,3,10,Ring of the Wild Hunt,2184,5,2,Glenumbra
180,Basalt Table-Game Set,2,1,False,True,2228,281,0,,-1,-1,15,Bal Foyen
281,Beacon of Tower Zero,5,4,True,True,2332,19,0,,-1,-1,3,Stormhaven
780,"Bearer of Fargrave, Broken Skull",5,4,True,True,8029,347,0,,-1,-1,25,Coldharbour
782,"Bearer of Fargrave, Skeletal Jaw",4,3,True,True,8031,347,0,,-1,-1,25,Coldharbour
582,Beetleback Pigment,5,4,True,False,0,1414,44,Spore Savant Body Marks,4209,7,51,Telvanni Peninsula
707,Bespoke Mirroretched Base,5,4,True,True,0,1443,57,"Music Box, Lament for the Path",6398,5,53,West Weald
562,Biome-Proof Plating,5,4,True,True,0,1414,41,Esoteric Environment Greaves,4200,5,51,Telvanni Peninsula
748,Bismuth-laced Ceremonial Basin,3,2,True,True,7287,1502,0,,-1,-1,54,Solstice
477,Black Eltheric Pearls,5,4,True,True,0,1318,31,Sea-Serpent's Coil,3739,5,49,High Isle
726,Blackened Moonstone Rivets,5,4,True,True,0,1502,60,Rakkhat's Voidmantle,7218,5,54,Solstice
224,Bleeding Beetle Door Lock,4,3,True,False,2272,849,0,,-1,-1,31,Vvardenfell
507,Blending Broomstick,5,4,True,True,0,1318,33,Druidic Provisioning Station,3759,10,49,High Isle
280,Blessed Dais of Almalexia,5,5,True,True,2331,57,0,,-1,-1,10,Deshaan
468,Bloodshot Oculus,5,4,True,True,0,1318,29,Mora's Whispers,3737,5,49,High Isle
374,Bog Blight Funerary Mask,4,3,True,False,2716,1261,0,,-1,-1,47,Blackwood
392,Bog-Blue Jasper Fetish,5,4,True,True,0,1261,20,Harpooner's Wading Kilt,2725,5,47,Blackwood
221,Book of Dark Rites,4,3,True,False,2269,823,0,,-1,-1,30,Gold Coast
186,Bosmer Hunting Horn,2,1,False,True,2234,383,0,,-1,-1,17,Grahtwood
528,Braided Blessed Brambles,5,4,True,True,0,1383,35,Stormweaver's Cavort,3999,5,50,Galen
251,Branch of Falinesti,5,4,True,True,2302,108,0,,-1,-1,18,Greenshade
273,Brazier of Frozen Flame,5,5,True,True,2324,280,0,,-1,-1,14,Bleakrock Isle
634,"Breton Well, Storm Grey",4,3,True,True,5848,3,0,,-1,-1,2,Glenumbra
788,Brigand's Dagger,5,4,True,True,0,816,66,Thieves Guild Armory Station,8371,5,29,Hew's Bane
167,Brittle Linen Pilgrimage Map,4,3,True,False,2215,57,0,,-1,-1,10,Deshaan
163,Bronzed War Horn,3,2,True,True,2211,41,0,,-1,-1,9,Stonefalls
673,Bthzarki Tonal Pipes,5,4,True,True,0,1443,53,Rourken Steamguards,6379,5,53,West Weald
447,Bull's Head Gallery Rail,5,4,True,True,0,1286,25,Belharza's Band,3548,5,48,The Deadlands
115,Buoyant Steel,5,4,True,True,0,534,8,Thrassian Stranglers,2182,5,7,Stros M'Kai
787,Camouflaged Hood,5,4,True,True,0,816,66,Thieves Guild Armory Station,8371,5,29,Hew's Bane
747,Carved Conch Shell Necklace,2,1,False,True,7286,1502,0,,-1,-1,54,Solstice
650,Carved Mora Treadles,5,4,True,True,0,1413,50,Apocryphal Clothier Station,6020,5,52,Apocrypha
382,Carved Signet Base,5,4,True,True,0,1261,18,Death Dealer's Fete,2723,5,47,Blackwood
736,Carved Stone Key,5,4,True,True,0,1502,62,"Music Box, Hermit Crab Dance",7277,5,54,Solstice
287,Carved Whale Totem,5,4,True,True,2338,101,0,,-1,-1,13,Eastmarch
283,Cat's Eye Prism,5,4,True,True,2334,537,0,,-1,-1,21,Khenarthi's Roost
579,Ceremonial Chimer Krater,3,2,True,True,4207,1414,0,,-1,-1,51,Telvanni Peninsula
386,Chain of the Bone Goliath,5,4,True,True,0,1261,19,Shapeshifter's Chain,2724,5,47,Blackwood
